Console,GameName,Review,Score
N64,Chameleon Twist Review,Mediocre,5
N64,Chameleon Twist 2 Review,Poor,4
N64,Castlevania Review,Great,8
N64,California Speed Review,Poor,4
N64,Bust-A-Move 2 Arcade Edition Review,Good,7
N64,Bust-A-Move '99 Review,Fair,6
N64,A Bug's Life Review,Fair,6
N64,NHL Breakaway 99 Review,Fair,6
N64,World Driver Championship Review,Mediocre,5
N64,NFL Blitz 2000 Review,Great,8
N64,Blast Corps Review,Great,8
N64,Battlezone: Rise of the Black Dogs Review,Good,7
N64,BattleTanx: Global Assault Review,Good,7
N64,BattleTanx Review,Mediocre,5
N64,Bassmasters 2000 Review,Good,7
N64,Bakuretsu Muteki Bangaioh (Import) Review,Good,7
N64,Automobili Lamborghini Review,Good,7
DC,Roommania #203 (Import) Review,Great,8
DC,Re-Volt Review,Mediocre,5
N64,All Star Tennis '99 Review,Mediocre,5
N64,All-Star Baseball 2001 Review,Superb,9
N64,All-Star Baseball 2000 Review,Great,8
N64,Armorines: Project Swarm Review,Mediocre,5
N64,All Star Baseball '99 Review,Great,8
N64,Aero Gauge Review,Poor,4
GBC,Wario Land II DX Review,Great,8
GBC,Toy Story 2 Review,Fair,6
GBC,Tony Hawk's Pro Skater Review,Good,7
GBC,Tonka Raceway Review,Poor,4
GBC,Spy vs. Spy Review,Good,7
GBC,Shadowgate Classic Review,Mediocre,5
GBC,Pokemon Pinball Review,Great,8
GBC,Pokemon Trading Card Review,Good,7
GBC,NBA Jam 99 Review,Good,7
GBC,Mickey's Racing Adventure Review,Superb,9
GBC,Magical Tetris Challenge Review,Superb,9
GBC,Madden 2000 Review,Good,7
GBC,FIFA 2000 Review,Mediocre,5
GBC,Star Wars Episode I Racer Review,Fair,6
GBC,Duke Nukem Review,Fair,6
GBC,Checkmate (Import) Review,Good,7
GBC,Ballistic Review,Mediocre,5
DC,Zombie Revenge Review,Mediocre,5
DC,Worms Armageddon Review,Good,7
DC,Monaco Grand Prix Review,Good,7
DC,Wild Metal Review,Bad,3
DC,Wetrix+ Review,Fair,6
DC,Virtua Striker 2 Review,Poor,4
DC,Undercover AD2025 Kei (Import) Review,Abysmal,1
DC,Treasure Strike (Import) Review,Fair,6
DC,Tetris 4D (Import) Review,Mediocre,5
DC,Tee Off Review,Good,7
DC,CART Flag to Flag Review,Fair,6
DC,Tales of the Sunrise Heroes (Import) Review,Poor,4
DC,Plasma Sword Review,Fair,6
DC,Speed Devils Review,Great,8
DC,Soul Fighter Review,Poor,4
DC,Sonic Adventure Review,Superb,9
DC,Slave Zero Review,Good,7
DC,Seventh Cross (Import) Review,Fair,6
DC,Sengoku Turb Review,Mediocre,5
DC,Ready 2 Rumble Boxing Review,Great,8
N64,Hexen Review,Mediocre,5
N64,Gex 64: Enter the Gecko Review,Poor,4
N64,Gex 3: Deep Cover Gecko Review,Mediocre,5
N64,Fox Sports College Hoops '99 Review,Poor,4
N64,FIFA 99 Review,Great,8
N64,FIFA Soccer 64 Review,Fair,6
N64,ECW Hardcore Revolution Review,Poor,4
N64,Cruis'n USA Review,Fair,6
N64,Command & Conquer Review,Good,7
N64,Charlie Blast's Territory Review,Poor,4
N64,Body Harvest Review,Good,7
N64,Beetle Adventure Racing Review,Great,8
GBC,Yoda Stories Review,Abysmal,1
GBC,Top Gear Pocket Review,Mediocre,5
GBC,Smurf's Nightmare Review,Fair,6
GBC,Street Fighter Alpha Review,Great,8
GBC,Rugrats: The Movie Review,Good,7
GBC,R-Type DX Review,Great,8
GBC,Polaris SnoCross Review,Good,7
GBC,NHL 2000 Review,Poor,4
GBC,NASCAR Challenge Review,Mediocre,5
GBC,Mortal Kombat 4 Review,Bad,3
GBC,Mission: Impossible Review,Mediocre,5
GBC,Men in Black: The Series Review,Poor,4
GBC,Ghosts N' Goblins Review,Fair,6
GBC,Gex 3: Deep Pocket Gecko Review,Great,8
GBC,Frogger Review,Good,7
GB,FIFA '98 - Road to the World Cup Review,Fair,6
GBC,Evel Knievel Review,Fair,6
GBC,ECW Hardcore Revolution Review,Poor,4
GBC,Dogz Review,Bad,3
GBC,Catz Review,Bad,3
GBC,Bionic Commando Review,Superb,9
GBC,Babe and Friends Review,Good,7
GBC,Army Men Review,Fair,6
GBC,Antz Review,Fair,6
GB,Aero Star Review,Poor,4
DC,Virtua Cop 2 (Import) Review,Mediocre,5
DC,Vigilante 8: Second Offense Review,Good,7
DC,Suzuki Alstare Extreme Racing Review,Fair,6
DC,Rayman 2: The Great Escape Review,Superb,9
DC,NFL Quarterback Club 2000 Review,Terrible,2
DC,Puyo Puyo 4 (Import) Review,Great,8
DC,Puyo Puyo Da! (Import) Review,Terrible,2
DC,Psychic Force 2012 Review,Good,7
DC,Pen Pen TriIcelon Review,Fair,6
DC,NBA Showtime: NBA on NBC Review,Good,7
DC,NBA 2K Review,Great,8
DC,Maken X Review,Good,7
DC,Kita He: White Illumination (Import) Review,Mediocre,5
DC,Hydro Thunder Review,Good,7
DC,Sega Bass Fishing Review,Good,7
DC,NFL 2K Review,Superb,9
DC,Expendable Review,Good,7
DC,Evolution Review,Good,7
DC,Rainbow Cotton (Import) Review,Poor,4
DC,Time Stalkers Review,Mediocre,5
DC,ChuChu Rocket Review,Great,8
DC,Centipede Review,Mediocre,5
DC,TNN Motorsports HardCore Heat Review,Poor,4
DC,Blue Stinger Review,Fair,6
DC,South Park: Chef's Luv Shack Review,Bad,3
DC,July (Import) Review,Poor,4
DC,House of the Dead 2 Review,Fair,6
DC,ECW Hardcore Revolution Review,Mediocre,5
DC,Dance Dance Revolution 2nd Mix Dreamcast Edition (Import) Review,Great,8
DC,WWF Attitude Review,Fair,6
DC,Armada Review,Good,7
DC,Aero Wings Review,Fair,6
PS,Speed Punks Review,Great,8
PS,Urban Chaos Review,Terrible,2
PC,Austin Powers: Operation Trivia Review,Bad,3
PC,Atlantis: The Lost Tales Review,Poor,4
PC,Advanced Tactical Fighters Review,Good,7
PC,AstroRock Review,Poor,4
PC,Asteroids Review,Good,7
PC,Ashes to Ashes: Feeding the Fires of War! Review,Mediocre,5
PC,The Arrival CD-ROM Adventure Review,Fair,6
PC,Army Men II Review,Fair,6
PC,Army Men Review,Good,7
PC,Steel Panthers II: Modern Battles Review,Great,8
PC,Steel Panthers III: Brigade Command 1939-1999 Review,Good,7
PC,Star Command Revolution Review,Fair,6
PC,Star Trek: Borg Review,Poor,4
PC,Starship Titanic Review,Good,7
PC,Star Rangers Review,Mediocre,5
PC,Star Trek Pinball Review,Mediocre,5
PC,Monopoly Star Wars Review,Fair,6
PC,Starcraft: Insurrection Review,Poor,4
PC,Stargunner Review,Poor,4
PC,Star General Review,Good,7
PC,Star Trek Generations Review,Fair,6
PC,Star Trek: Starfleet Command Review,Good,7
PC,Star Control 3 Review,Superb,9
PC,Starcraft Expansion Set: Brood War Review,Superb,9
PC,Starfleet Academy Review,Mediocre,5
PC,Stars! Review,Good,7
PC,Shattered Steel Review,Fair,6
PC,South Park Rally Review,Bad,3
PC,SPQR: The Empire's Darkest Hour Review,Mediocre,5
PC,Sports Car GT Review,Great,8
PC,Spec Ops: Ranger Team Bravo Review,Fair,6
PC,Spearhead Review,Good,7
PC,Spellbinder: The Nexus Conflict Review,Good,7
PC,Speed Busters: American Highways Review,Good,7
PC,Spec Ops: Rangers Lead the Way Review,Fair,6
PC,Spec Ops II: Green Berets Review,Mediocre,5
PC,Slamscape Review,Poor,4
PS,Star Wars: Jedi Power Battles Review,Mediocre,5
PS2,Tekken Tag Tournament Review,Superb,9
PC,Risk II Review,Great,8
PS,Alundra 2 Review,Poor,4
GBC,Micro Machines 1 and 2: Twin Turbo Review,Great,8
GBC,Carmageddon Review,Bad,3
PS,Vanark Review,Fair,6
PC,Thief II: The Metal Age Review,Great,8
PC,Might and Magic VIII: Day of the Destroyer Review,Fair,6
DC,Super Magnetic Neo Review,Fair,6
DC,Dead or Alive 2 Review,Superb,9
PS2,Eternal Ring Review,Fair,6
PS,WWF SmackDown! Review,Great,8
PS,Deception III: Dark Delusion Review,Fair,6
N64,Pokemon Stadium Review,Mediocre,5
PC,Nox Review,Great,8
PS,Colin McRae Rally Review,Mediocre,5
DC,Carrier Review,Fair,6
PS,Vagrant Story Review,Superb,9
PS,Marvel vs. Capcom Review,Mediocre,5
PS,Legend of Dragoon Review,Fair,6
NGPC,Sonic The Hedgehog: Pocket Adventure Review,Great,8
PC,The Sims Review,Superb,9
DC,Resident Evil: Code Veronica Review,Superb,9
DC,Tokyo Bus Guide (Import) Review,Fair,6
PC,X: Beyond the Frontier Review,Great,8
N64,Custom Robo (Import) Review,Great,8
GBC,Dragon Warrior Monsters Review,Great,8
PS,Resident Evil: Survivor Review,Poor,4
GBC,Pokemon Gold/Silver Review,Great,8
PC,Final Fantasy VIII Review,Fair,6
DC,Resident Evil 2 Review,Good,7
GBC,Tetris DX Review,Superb,9
GBC,Mario Golf Review,Good,7
GBC,Super Mario DX Review,Superb,9
GB,Pokemon Yellow Review,Great,8
GBC,Legend of Zelda: DX Review,Great,8
NGPC,SNK vs. Capcom: Match of the Millennium Review,Superb,9
NGPC,Dark Arms Review,Good,7
PC,LEGO Rock Raiders Review,Fair,6
PC,F/A-18  Review,Great,8
PS,Jackie Chan's Stuntmaster Review,Fair,6
PS,Koudelka Review,Fair,6
PS,Parasite Eve II Review,Good,7
DC,Shenmue Review,Good,7
DC,Bangai-O Review,Great,8
PS,Tiger Woods PGA Tour 2000 Review,Mediocre,5
PS,Chrono Cross Review,Essential,1
PC,Urban Chaos Review,Great,8
DC,Test Drive 6 Review,Poor,4
DC,Fighting Force 2 Review,Bad,3
PC,Planescape: Torment Review,Superb,9
PC,Quake III Arena Review,Superb,9
DC,Shadow Man Review,Fair,6
DC,Jojo's Bizarre Adventure Review,Great,8
N64,Castlevania: Legacy of Darkness Review,Good,7
PC,Ultima IX: Ascension Review,Fair,6
DC,Gigawing Review,Poor,4
PS,Toy Story 2 Review,Good,7
PC,Tomb Raider: The Last Revelation Review,Good,7
PC,The Wheel of Time Review,Great,8
PC,Omikron: The Nomad Soul Review,Fair,6
PS,X-Files Review,Poor,4
PC,Half-Life: Opposing Force Review,Superb,9
N64,Donkey Kong 64 Review,Superb,9
PS,Tomorrow Never Dies Review,Mediocre,5
PS,NBA Showtime: NBA on NBC Review,Fair,6
N64,Vigilante 8: Second Offense Review,Good,7
PS,Threads of Fate Review,Good,7
N64,Resident Evil 2 Review,Great,8
PC,Bugs Bunny: Lost in Time Review,Fair,6
PS,Supercross Circuit Review,Good,7
PS,Twisted Metal 4 Review,Good,7
N64,WWF Wrestlemania 2000 Review,Good,7
PC,Carnivores 2 Review,Good,7
PS,Wu-Tang: Shaolin Style Review,Mediocre,5
PS,Medal of Honor Review,Great,8
PS,FIFA 2000 Review,Superb,9
PS,Spyro 2: Ripto's Rage! Review,Great,8
N64,Top Gear Rally 2 Review,Good,7
PC,Grand Theft Auto 2 Review,Fair,6
PC,Mob Rule Review,Fair,6
PS,Grandia Review,Superb,9
PS,Grand Theft Auto 2 Review,Fair,6
N64,WinBack Review,Fair,6
PS,Resident Evil 3 Nemesis Review,Great,8
PS,Crash Team Racing Review,Great,8
PS,Metal Gear Solid VR Missions Review,Great,8
PC,FreeSpace 2 Review,Superb,9
PS,Final Fantasy Anthology Review,Great,8
N64,Army Men: Sarge's Heroes Review,Poor,4
N64,Jet Force Gemini Review,Great,8
PC,Age of Empires II: The Age of Kings Review,Superb,9
PC,Homeworld Review,Superb,9
DC,Toy Commander Review,Fair,6
PS,Tony Hawk's Pro Skater Review,Superb,9
PC,Silver Review,Good,7
PS,Wipeout 3 Review,Great,8
PC,NASCAR Racing 3 Review,Superb,9
N64,Hybrid Heaven Review,Poor,4
DC,Gundam Side Story 0079: Rise from the Ashes Review,Fair,6
PC,Legacy of Kain: Soul Reaver Review,Great,8
PS,Hot Wheels Turbo Racing Review,Great,8
PC,Prince of Persia 3D Review,Fair,6
N64,Gauntlet Legends Review,Poor,4
N64,Ogre Battle 3 (Import) Review,Superb,9
DC,Air Force Delta Review,Good,7
DC,NFL Blitz 2000 Review,Great,8
DC,Tokyo Xtreme Racer Review,Mediocre,5
DC,Mortal Kombat Gold Review,Mediocre,5
PC,Command & Conquer: Tiberian Sun Review,Good,7
PC,System Shock 2 Review,Great,8
PC,Shadow Man Review,Mediocre,5
PC,Outcast Review,Great,8
PS,Legacy of Kain: Soul Reaver Review,Superb,9
PC,Darkstone Review,Great,8
DC,Soul Calibur Review,Essential,1
PC,Re-Volt Review,Fair,6
PS,WWF Attitude Review,Great,8
PC,Skydive! Review,Abysmal,1
PS,Echo Night Review,Poor,4
PC,Rage of Mages II: Necromancer Review,Good,7
PC,Emergency Room 2 Review,Fair,6
PC,Worms Armageddon Review,Superb,9
PS,Metal Gear Solid Integral (Import) Review,Superb,9
DC,Frame Gride (Import) Review,Great,8
PS,Dino Crisis Review,Great,8
N64,Neon Genesis Evangelion (Import) Review,Mediocre,5
PC,Dungeon Keeper 2 Review,Good,7
PC,Kingpin: Life of Crime Review,Good,7
PS,Driver Review,Good,7
PC,Total Annihilation: Kingdoms Review,Fair,6
DC,King of Fighters Dream Match 1999 Review,Great,8
PC,Descent 3 Review,Superb,9
N64,Tonic Trouble Review,Bad,3
PS,Ape Escape Review,Great,8
N64,Superman Review,Abysmal,1
PC,Aliens versus Predator Review,Great,8
PC,Fleet Command Review,Good,7
PS,Monsterseed Review,Good,7
PS,Omega Boost Review,Fair,6
PC,Jack Nicklaus 6: Golden Bear Challenge Review,Superb,9
PC,Redline Review,Good,7
N64,Fighting Force 64 Review,Poor,4
PC,Warzone 2100 Review,Good,7
N64,Pokemon Snap Review,Great,8
PC,RollerCoaster Tycoon Review,Great,8
PS,Rollcage Review,Fair,6
DC,Marvel vs. Capcom Review,Superb,9
PS,R-Types Review,Fair,6
PS,Guardian's Crusade Review,Good,7
PS,Um Jammer Lammy Review,Great,8
N64,Vigilante 8 Review,Good,7
PS,"Last Blade, The (Import) Review",Great,8
PC,Turok 2: Seeds of Evil Review,Fair,6
DC,Power Stone Review,Good,7
PC,Heroes of Might and Magic III Review,Superb,9
PS,Final Fantasy VIII Review,Superb,9
PS,Silent Hill Review,Great,8
PC,Sid Meier's Alpha Centauri Review,Superb,9
N64,Super Smash Bros. Review,Good,7
PC,Viper Racing Review,Great,8
PS,Syphon Filter Review,Superb,9
PC,SimCity 3000 Review,Great,8
PS,Bloody Roar 2 Review,Fair,6
N64,Mario Party Review,Good,7
PS,Suikoden II Review,Good,7
PS,Legend of Legaia Review,Good,7
PC,Dark Vengeance Review,Good,7
PC,Baldur's Gate Review,Superb,9
DC,Incoming Review,Fair,6
PC,Dethkarz Review,Mediocre,5
SAT,Magic Knight Rayearth Review,Mediocre,5
N64,South Park Review,Mediocre,5
PC,Quest for Glory V: Dragon Fire Review,Good,7
PS,Formula 1 98 Review,Good,7
DC,Godzilla Generations (Import) Review,Bad,3
PC,Slingo Review,Abysmal,1
N64,Star Wars: Rogue Squadron Review,Good,7
PC,Populous: The Beginning Review,Good,7
DC,Virtua Fighter 3tb Review,Great,8
PC,Fallout 2 Review,Great,8
PC,Thief: The Dark Project Review,Superb,9
PC,Blood II: The Chosen Review,Good,7
PC,Israeli Air Force Review,Great,8
N64,Glover Review,Mediocre,5
PS,Oddworld: Abe's Exoddus Review,Superb,9
PS,Tomb Raider III Review,Good,7
PC,"Warhammer 40,000: Chaos Gate Review",Great,8
N64,Nightmare Creatures Review,Fair,6
PS,NBA Live 99 Review,Great,8
PC,Sin Review,Good,7
PC,Half-Life Review,Superb,9
PS,DarkStalkers 3 Review,Good,7
PC,Trespasser Review,Bad,3
PC,Total Air War Review,Superb,9
PS,Apocalypse Review,Good,7
PC,Extreme Paintbrawl Review,Abysmal,1
PS,Twisted Metal III Review,Poor,4
PS,A Bug's Life Review,Terrible,2
PC,Delta Force Review,Superb,9
PS,Crash Bandicoot 3: WARPED Review,Great,8
N64,WCW/NWO Revenge Review,Good,7
PC,Grim Fandango Review,Superb,9
PS,Motorhead Review,Fair,6
PC,Knights and Merchants Review,Mediocre,5
PC,Caesar III Review,Good,7
PS,Tales of Destiny Review,Poor,4
PS,Wild 9 Review,Mediocre,5
PS,Duke Nukem: Time to Kill Review,Good,7
PS,Rogue Trip Review,Good,7
PS,Moto Racer 2 Review,Great,8
PS,Metal Gear Solid Review,Great,8
PS,Star Ocean: The Second Story Review,Great,8
PC,Dune 2000 Review,Mediocre,5
PC,Commandos: Behind Enemy Lines Review,Great,8
PS,Spyro the Dragon Review,Great,8
SAT,Radiant Silvergun (Import) Review,Superb,9
PC,Deathtrap Dungeon Review,Fair,6
PS,Overblood 2 (Import) Review,Mediocre,5
PS,Kagero: Deception II Review,Great,8
PC,Mortal Kombat 4 Review,Great,8
PS,Heart of Darkness Review,Good,7
PS,Spice World Review,Terrible,2
SAT,Deep Fear (Import) Review,Good,7
PS,Kartia Review,Good,7
PC,M.A.X. 2 Review,Mediocre,5
PS,"Granstream Saga, The Review",Fair,6
PS,Crime Killer Review,Fair,6
PS,NFL Xtreme Review,Bad,3
PS,Azure Dreams Review,Good,7
PC,Descent: Freespace - The Great War Review,Great,8
PC,Beast Wars: Transformers Review,Poor,4
PS,Pocket Fighter Review,Bad,3
PS,Cardinal Syn Review,Poor,4
PC,Final Fantasy VII Review,Great,8
N64,Banjo-Kazooie Review,Superb,9
PC,Extreme Tactics Review,Mediocre,5
PS,Circuit Breakers Review,Bad,3
PS,Mortal Kombat 4 Review,Great,8
N64,Bomberman Hero Review,Fair,6
N64,Bio F.R.E.A.K.S. Review,Fair,6
N64,Mortal Kombat 4 Review,Great,8
PC,Might and Magic VI: The Mandate of Heaven Review,Superb,9
SAT,Panzer Dragoon Saga Review,Superb,9
PS,Breath of Fire III Review,Fair,6
PS,Reel Fishing Review,Abysmal,1
PS,Grand Theft Auto Review,Great,8
PC,Warhammer: Dark Omen Review,Great,8
PS,G Darius Review,Great,8
PC,Burnout: Championship Drag Racing Review,Good,7
PS,Parasite Eve Review,Good,7
PS,SaGa Frontier Review,Fair,6
PC,Starcraft Review,Superb,9
PC,Star Wars Rebellion Review,Poor,4
PC,Croc: Legend of the Gobbos Review,Poor,4
PS,Xenogears Review,Superb,9
PS,Tekken 3 Review,Superb,9
PC,The Journeyman Project 3: Legacy of Time Review,Mediocre,5
PS,Bushido Blade 2 Review,Good,7
N64,1080 Snowboarding Review,Great,8
PS,Tenchu: Stealth Assassins Review,Great,8
PS,Diablo Review,Great,8
PC,Battlezone Review,Superb,9
PS,X-Men vs. Street Fighter Review,Bad,3
PS,Klonoa Review,Superb,9
N64,Yoshi's Story Review,Mediocre,5
PC,Deer Hunter Review,Mediocre,5
SAT,Quake Review,Fair,6
PS,SkullMonkeys Review,Mediocre,5
PS,Final Fantasy Tactics Review,Great,8
N64,Quake Review,Fair,6
PS,PaRappa The Rapper Review,Great,8
PC,Jedi Knight: Mysteries of the Sith Review,Good,7
PS,MDK Review,Good,7
PC,Pro Pilot Review,Fair,6
PC,F-22 Air Dominance Fighter Review,Great,8
PS,Resident Evil 2 Review,Great,8
PS,Courier Crisis Review,Terrible,2
PS,Elemental Gearbolt Review,Good,7
N64,Bomberman 64 Review,Poor,4
PS,Tomb Raider II Review,Mediocre,5
PS,Street Fighter Collection Review,Mediocre,5
PC,FIFA: Road to the World Cup 98 Review,Great,8
PC,SWIV 3D Assault Review,Mediocre,5
PC,Defiance Review,Mediocre,5
PS,Alundra Review,Great,8
PC,G Police Review,Mediocre,5
PS,Clock Tower Review,Mediocre,5
PC,Chessmaster 5500 Review,Superb,9
PC,Quake II Review,Superb,9
PS,Cool Boarders 2 Review,Fair,6
PC,NetStorm: Islands at War Review,Good,7
PS,Armored Core: Project Phantasma Review,Fair,6
PC,Ultima Online Review,Poor,4
PC,Tomb Raider II Review,Great,8
PS,Bloody Roar Review,Good,7
PS,Ghost In The Shell Review,Good,7
PC,Chasm: The Rift Review,Fair,6
PS,Need for Speed: V-Rally Review,Mediocre,5
PS,Rampage World Tour Review,Mediocre,5
PS,Star Wars: Masters of Teras Kasi Review,Poor,4
PS,Frogger Review,Fair,6
PS,Fighting Force Review,Mediocre,5
PS,Time Crisis Review,Great,8
PS,Crash Bandicoot 2: Cortex Strikes Back Review,Great,8
PC,Resident Evil Review,Good,7
PC,Fallout Review,Great,8
PS,Castlevania: Symphony of the Night Review,Great,8
PC,Man of War Review,Poor,4
N64,Diddy Kong Racing Review,Fair,6
PS,Bushido Blade Review,Great,8
PS,Mega Man X4 Review,Good,7
SAT,Mega Man X4 Review,Fair,6
PC,Claw Review,Good,7
SAT,Marvel Super Heroes Review,Mediocre,5
PS,Street Fighter EX Plus Alpha Review,Great,8
PS,Treasures of the Deep Review,Mediocre,5
N64,Extreme G Review,Great,8
PC,Age of Empires Review,Fair,6
PC,Postal Review,Fair,6
PC,Virtua Fighter 2 Review,Great,8
PS,Oddworld: Abe's Oddysee Review,Great,8
PC,Dark Reign Review,Superb,9
PC,Shadow Warrior Review,Good,7
PC,Total Annihilation Review,Superb,9
PS,Final Fantasy VII Review,Superb,9
PS,Lost World: Jurassic Park Review,Mediocre,5
PC,Hexen II Review,Good,7
PS,VMX Racing Review,Abysmal,1
N64,GoldenEye 007 Review,Superb,9
PC,Atomic Bomberman Review,Mediocre,5
PC,Carmageddon Review,Great,8
PC,Pandemonium Review,Good,7
PS,BattleSport Review,Mediocre,5
PC,X-COM: Apocalypse Review,Great,8
PC,Capitalism Plus Review,Good,7
PS,Code Name: Tenka Review,Fair,6
SAT,Sonic Jam Review,Mediocre,5
PC,Dungeon Keeper Review,Superb,9
PC,X-Men: Children of the Atom Review,Fair,6
PC,Blood Review,Great,8
PS,Gamera 2000 (Import) Review,Good,7
PS,Final Fantasy IV (Import) Review,Fair,6
PS,Wild Arms Review,Great,8
PS,Overblood Review,Mediocre,5
PC,Settlers II Gold Edition Review,Fair,6
PS,Norse by Norsewest Review,Great,8
PC,British Open Championship Golf Review,Good,7
PS,Nanotek Warrior Review,Fair,6
PC,Need for Speed II Review,Good,7
PC,Redneck Rampage Review,Good,7
PC,Fragile Allegiance Review,Fair,6
PS,Tobal 2 (Import) Review,Great,8
PC,MDK Review,Good,7
PS,Bastard!! (Import) Review,Mediocre,5
PC,Enemy Nations Review,Poor,4
PC,Outlaws Review,Great,8
PC,City of Lost Children Review,Poor,4
PC,Theme Hospital Review,Mediocre,5
N64,Doom 64 Review,Poor,4
PC,Interstate '76 Review,Great,8
PS,Vandal Hearts Review,Good,7
PC,A Fork in the Tale Review,Bad,3
PC,id Anthology Review,Good,7
PC,Ultimate Yahtzee Review,Fair,6
PC,Scrabble Review,Great,8
PS,RayStorm Review,Good,7
PC,Fable Review,Poor,4
PC,Battleship Review,Fair,6
PS,Persona Review,Good,7
PS,Suikoden Review,Fair,6
N64,Mario Kart 64 Review,Fair,6
SAT,Fighters Megamix Review,Great,8
PC,Diablo Review,Superb,9
PC,Archimedean Dynasty Review,Great,8
PS,DragonHeart Review,Terrible,2
PC,Huygen's Disclosure Review,Terrible,2
PC,Lords of the Realm II Review,Good,7
SAT,Bug Too! Review,Poor,4
PS,Dark Forces Review,Mediocre,5
PC,Tempest 2000 Review,Fair,6
SAT,P.T.O. II Review,Mediocre,5
PC,Battlecruiser 3000 A.D. Review,Terrible,2
PS,Space Jam Review,Bad,3
PS,Tomb Raider Review,Great,8
PS,Jet Moto Review,Mediocre,5
PS,Twisted Metal 2 Review,Great,8
N64,Killer Instinct Gold Review,Good,7
N64,Mortal Kombat Trilogy Review,Mediocre,5
PS,Adidas Power Soccer Review,Good,7
SAT,Amok Review,Poor,4
PS,Bubsy 3D Review,Mediocre,5
PS,Casper Review,Mediocre,5
PS,Crash Bandicoot Review,Fair,6
PS,Iron And Blood Review,Terrible,2
PS,King's Field II Review,Good,7
SAT,Mr. Bones Review,Fair,6
PS,Pro Pinball Review,Mediocre,5
PS,Resident Evil Review,Great,8
PS,Slamscape Review,Bad,3
PS,Spot Goes to Hollywood Review,Mediocre,5
SAT,Street Fighter Alpha 2 Review,Great,8
N64,Super Mario 64 Review,Superb,9
PS,Tempest X3 Review,Bad,3
PS,Time Commando Review,Good,7
N64,Wave Race 64 Review,Great,8
PS,Wipeout XL Review,Great,8
PC,Command & Conquer Red Alert Review,Superb,9
PC,Master of Orion II: Battle at Antares Review,Great,8
PC,Blood & Magic Review,Fair,6
PC,Trophy Bass 2 Review,Fair,6
PC,The Neverhood Review,Poor,4
PC,Screamer 2 Review,Good,7
PC,Circle of Blood Review,Superb,9
PC,Daggerfall Review,Great,8
PC,Devo Presents Adventures of the Smart Patrol Review,Terrible,2
PC,Albion Review,Good,7
